FEATURE	UP_INTRONS_HeLa_SRRM2-KD_N_DATAPOINTS	UP_INTRONS_HeLa_SRRM2-KD_N_NA	UP_INTRONS_HeLa_SRRM2-KD_MEAN	UP_INTRONS_HeLa_SRRM2-KD_MEDIAN	DOWN_INTRONS_HeLa_SRRM2-KD_N_DATAPOINTS	DOWN_INTRONS_HeLa_SRRM2-KD_N_NA	DOWN_INTRONS_HeLa_SRRM2-KD_MEAN	DOWN_INTRONS_HeLa_SRRM2-KD_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_DOWN_INTRONS_HeLa_SRRM2-KD	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_DOWN_INTRONS_HeLa_SRRM2-KD	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
SF1_HIGHESTSCORE_3SS	155	0	-6.59500469288991	-6.56322505462968	95	0	-6.34334391019717	-6.16830004820521	134	0	-6.82551439810789	-6.85534286261646	964	0	-6.30322356867612	-6.27370897855352	946	0	-6.66533658693809	-6.64168038952656	0.0589634253030597	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.110396165122825	UP_INTRONS_HeLa_SRRM2-KD = CR	0.00137915248125238	**  : UP_INTRONS_HeLa_SRRM2-KD < CS	0.583947962158385	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.00456293332806947	**  : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.930934159434865	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.0105455912972585	*   : DOWN_INTRONS_HeLa_SRRM2-KD > AS_NC	1.6944711813534e-06	*** : CR < CS	0.117786127373071	CR = AS_NC	1.14903408126824e-12	*** : CS > AS_NC
INTRON_5SS_20INT10EX_GCC	155	0	0.545591397849462	0.566666666666667	95	0	0.523859649122807	0.533333333333333	134	0	0.555721393034826	0.566666666666667	964	0	0.492704011065007	0.5	946	0	0.558069062720225	0.566666666666667	0.165596842214584	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.83065246311797	UP_INTRONS_HeLa_SRRM2-KD = CR	1.00990905737814e-05	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.355708849687095	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.105285840365354	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.0273543252164769	*   : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.0171307016641721	*   : DOWN_INTRONS_HeLa_SRRM2-KD < AS_NC	1.4896003291732e-06	*** : CR > CS	0.594599642940156	CR = AS_NC	9.22955753620039e-24	*** : CS < AS_NC
INTRON_3SS_20INT10EX_GCC	155	0	0.505806451612903	0.533333333333333	95	0	0.508771929824561	0.533333333333333	134	0	0.531094527363184	0.566666666666667	964	0	0.449861687413555	0.433333333333333	946	0	0.530162085976039	0.566666666666667	0.821330771385373	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.0862940610146197	UP_INTRONS_HeLa_SRRM2-KD = CR	3.54434018304941e-06	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.0350321455626131	*   : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.225426080226265	DOWN_INTRONS_HeLa_SRRM2-KD = CR	9.60153135919736e-05	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.1703992128446	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	9.34058587966042e-10	*** : CR > CS	0.786665202778966	CR = AS_NC	4.86353107993605e-35	*** : CS < AS_NC
MAXENTSCR_HSAMODEL_5SS	155	0	7.5978064516129	8.41	95	0	7.51231578947368	8.41	134	0	3.05902985074627	5.66	964	0	8.50147302904564	8.835	946	0	7.49717758985201	8.17	0.645228973005876	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	5.72362381803368e-11	*** : UP_INTRONS_HeLa_SRRM2-KD > CR	0.00540171289993035	**  : UP_INTRONS_HeLa_SRRM2-KD < CS	0.133099427011855	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	3.87315368081623e-08	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.00589169579698266	**  : DOWN_INTRONS_HeLa_SRRM2-KD < CS	0.548045166831021	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	7.63989504400382e-26	*** : CR < CS	2.85077119817212e-14	*** : CR < AS_NC	1.7751748377409e-16	*** : CS > AS_NC
MAXENTSCR_HSAMODEL_3SS	155	0	8.04929032258065	8.34	95	0	8.01431578947368	8.35	134	0	2.84679104477612	5.615	964	0	8.71394190871369	8.87	946	0	7.92157505285412	8.23	0.735472000375476	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	5.54848198089489e-10	*** : UP_INTRONS_HeLa_SRRM2-KD > CR	0.0550802801256599	UP_INTRONS_HeLa_SRRM2-KD = CS	0.277432102541557	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	2.15186805635932e-07	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.0575484914323355	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.660752051597795	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	4.94647856577895e-21	*** : CR < CS	1.83186123503685e-13	*** : CR < AS_NC	5.51340785143143e-09	*** : CS > AS_NC
DIST_FROM_MAXBP_TO_3SS	152	3	54.0657894736842	33.5	95	0	50.2315789473684	32	129	5	56.8527131782946	44	958	6	52.786012526096	33	921	25	53.6753528773073	36	0.709406696727036	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.173823677341003	UP_INTRONS_HeLa_SRRM2-KD = CR	0.962952655866927	UP_INTRONS_HeLa_SRRM2-KD = CS	0.931094996999515	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.060108095146975	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.583431757018255	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.479524677839899	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.0728439331073385	CR = CS	0.0979675784041434	CR = AS_NC	0.883831431972785	CS = AS_NC
SCORE_FOR_MAXBP_SEQ	152	3	1.06074901012721	1.09911787073	95	0	1.27312869675655	1.31613541656	129	5	1.14024156325412	1.16110914422	958	6	1.23262911633972	1.25469560885	921	25	1.28288166467542	1.27304608698	0.306608720532612	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.603045741927571	UP_INTRONS_HeLa_SRRM2-KD = CR	0.219077449584824	UP_INTRONS_HeLa_SRRM2-KD = CS	0.0961411460270637	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.557737052080038	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.74220541013022	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.952853213902603	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.635424024629273	CR = CS	0.354699466316785	CR = AS_NC	0.340181996877824	CS = AS_NC
PYRIMIDINECONT_MAXBP	152	3	0.692362868054368	0.706190061029	95	0	0.715189979999126	0.705882352941	129	5	0.647842368026426	0.666666666667	958	6	0.707598389476208	0.714285714286	921	25	0.690844772556507	0.694915254237	0.205866984344937	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.00710865927724334	**  : UP_INTRONS_HeLa_SRRM2-KD > CR	0.200640765925069	UP_INTRONS_HeLa_SRRM2-KD = CS	0.864388190813306	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.000840367493639212	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.582665783204883	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.113912261885865	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	5.61801154281652e-06	*** : CR < CS	0.000905521843454097	*** : CR < AS_NC	0.00876255178901433	**  : CS > AS_NC
POLYPYRITRAC_OFFSET_MAXBP	152	3	6.90789473684211	2	95	0	3.93684210526316	1	129	5	8.31782945736434	3	958	6	4.49269311064718	2	921	25	6.02388707926167	2	0.0471021109426858	*   : UP_INTRONS_HeLa_SRRM2-KD > DOWN_INTRONS_HeLa_SRRM2-KD	0.310976592876448	UP_INTRONS_HeLa_SRRM2-KD = CR	0.0580313232609824	UP_INTRONS_HeLa_SRRM2-KD = CS	0.814291419689873	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.00473040409738788	**  : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.341461881298965	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.00724550007638047	**  : DOWN_INTRONS_HeLa_SRRM2-KD < AS_NC	0.00158872535414285	**  : CR > CS	0.250212112818387	CR = AS_NC	2.41491579836278e-05	*** : CS < AS_NC
POLYPYRITRAC_LEN_MAXBP	152	3	15.6578947368421	14	95	0	16.3157894736842	15	129	5	15.4806201550388	13	958	6	15.7484342379958	14	921	25	15.9782844733985	14	0.574089953900311	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.54648947203198	UP_INTRONS_HeLa_SRRM2-KD = CR	0.449534060552482	UP_INTRONS_HeLa_SRRM2-KD = CS	0.921209513699903	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.307559625556251	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.822045776200055	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.4265341804922	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.144692157329987	CR = CS	0.522024727158619	CR = AS_NC	0.0991402471032652	CS = AS_NC
POLYPYRITRAC_SCORE_MAXBP	152	3	29.1842105263158	24	95	0	29.6526315789474	26	129	5	27.4961240310078	23	958	6	30.2212943632568	27	921	25	28.9761129207383	25	0.560905915425615	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.261971019557869	UP_INTRONS_HeLa_SRRM2-KD = CR	0.0646506575979778	UP_INTRONS_HeLa_SRRM2-KD = CS	0.859333918618091	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.119415222689835	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.461536418456315	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.370487033370886	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.00163530359721248	**  : CR < CS	0.181242974223379	CR = AS_NC	5.85669619215571e-05	*** : CS > AS_NC
BPSCORE_MAXBP	152	3	0.875341586085526	1.02702115	95	0	1.15829713723158	1.1969779	129	5	0.78711541341938	1.0132793	958	6	1.11010091934572	1.1260919	921	25	1.01584431689718	1.0897601	0.0306275857620686	*   : UP_INTRONS_HeLa_SRRM2-KD < DOWN_INTRONS_HeLa_SRRM2-KD	0.644199556390392	UP_INTRONS_HeLa_SRRM2-KD = CR	0.0159867742316667	*   : UP_INTRONS_HeLa_SRRM2-KD < CS	0.10389004894788	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.0133550693676801	*   : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.443092201795971	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.208410748313438	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.00462665777599916	**  : CR < CS	0.0379722772080676	*   : CR < AS_NC	0.194411257353096	CS = AS_NC
NUM_PREDICTED_BPS	152	3	2.52631578947368	2	95	0	2.43157894736842	2	129	5	2.35658914728682	2	958	6	3.2035490605428	3	921	25	2.46362649294245	2	0.888959383319731	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.490535545744877	UP_INTRONS_HeLa_SRRM2-KD = CR	2.88783472292321e-05	*** : UP_INTRONS_HeLa_SRRM2-KD < CS	0.945735338674411	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.374115609954074	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.000369412987065306	*** : DOWN_INTRONS_HeLa_SRRM2-KD < CS	0.756219369667146	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	9.04981149927214e-07	*** : CR < CS	0.340226150290972	CR = AS_NC	1.10839005598096e-17	*** : CS > AS_NC
MEDIAN_DIST_FROM_BP_TO_3SS	152	3	57.1809210526316	45	95	0	61.4052631578947	53	129	5	61.2984496124031	55	958	6	58.9358037578288	50	921	25	62.400108577633	56	0.356637992707965	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.113903539986652	UP_INTRONS_HeLa_SRRM2-KD = CR	0.518670331234649	UP_INTRONS_HeLa_SRRM2-KD = CS	0.0390154869649544	*   : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.732218741592919	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.50514159145265	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.612674612549426	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.19587898754439	CR = CS	0.855839382427701	CR = AS_NC	0.00675767062302259	**  : CS < AS_NC
MEDIAN_SCORE_FOR_BPSEQ	152	3	0.19769762653223	0.1857564178035	95	0	0.36227301688562	0.322166040387	129	5	0.322955700369003	0.325203005446	958	6	0.400925900115623	0.408498425122	921	25	0.464080293240348	0.455516964038	0.438739897721938	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.381543094970835	UP_INTRONS_HeLa_SRRM2-KD = CR	0.0503980124832039	UP_INTRONS_HeLa_SRRM2-KD = CS	0.0211894169844919	*   : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.976700349133405	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.538274110138544	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.356947285823616	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.460577172607229	CR = CS	0.246795443854626	CR = AS_NC	0.386451095936392	CS = AS_NC
